Ref,x,y,z
337,17,13,1
338,17,14,1
339,17,15,1
340,17,16,1
341,17,17,1
342,0,10,2
343,0,11,2
344,0,12,2
345,0,13,2
346,0,14,2
347,0,15,2
348,0,16,2
349,1,10,2
350,1,11,2
351,1,12,2
352,1,13,2
353,1,14,2
354,1,15,2
355,1,16,2
356,2,10,2
357,2,11,2
358,2,12,2
359,2,13,2
360,2,14,2
361,2,15,2
362,2,16,2
363,3,10,2
364,3,11,2
365,3,12,2
366,3,13,2
367,3,14,2
368,3,15,2
369,3,16,2
370,4,10,2
371,4,11,2
372,4,12,2
373,4,13,2
374,4,14,2
375,4,15,2
376,4,16,2
377,5,10,2
378,5,11,2
379,5,12,2
380,5,13,2
381,5,14,2
382,5,15,2
383,5,16,2
384,6,10,2
385,6,11,2
386,6,12,2
387,6,13,2
388,6,14,2
389,6,15,2
390,6,16,2
391,7,10,2
392,7,11,2
393,7,12,2
394,7,13,2
395,7,14,2
396,7,15,2
397,7,16,2
398,8,10,2
399,8,11,2
400,8,12,2
401,8,13,2
402,8,14,2
403,8,15,2
404,8,16,2
405,12,0,2
406,12,1,2
407,12,2,2
408,12,3,2
409,12,4,2
410,12,5,2
411,12,6,2
412,12,7,2
413,12,8,2
414,12,9,2
415,12,10,2
416,12,11,2
417,12,12,2
418,12,13,2
419,12,14,2
420,12,15,2
421,12,16,2
422,12,17,2
423,13,0,2
424,13,1,2
425,13,2,2
426,13,3,2
427,13,4,2
428,13,5,2
429,13,6,2
430,13,7,2
431,13,8,2
432,13,9,2
433,13,10,2
434,13,11,2
435,13,12,2
436,13,13,2
437,13,14,2
438,13,15,2
439,13,16,2
440,13,17,2
441,14,0,2
442,14,1,2
443,14,2,2
444,14,3,2
445,14,4,2
446,14,5,2
447,14,6,2
448,14,7,2
449,14,8,2
450,14,9,2
451,14,10,2
452,14,11,2
453,14,12,2
454,14,13,2
455,14,14,2
456,14,15,2
457,14,16,2
458,14,17,2
459,15,0,2
460,15,1,2
461,15,2,2
462,15,3,2
463,15,4,2
464,15,5,2
465,15,6,2
466,15,7,2
467,15,8,2
468,15,9,2
469,15,10,2
470,15,11,2
471,15,12,2
472,15,13,2
473,15,14,2
474,15,15,2
475,15,16,2
476,15,17,2
477,16,0,2
478,16,1,2
479,16,2,2
480,16,3,2
481,16,4,2
482,16,5,2
483,16,6,2
484,16,7,2
485,16,8,2
486,16,9,2
487,16,10,2
488,16,11,2
489,16,12,2
490,16,13,2
491,16,14,2
492,16,15,2
493,16,16,2
494,16,17,2
495,17,0,2
496,17,1,2
497,17,2,2
498,17,3,2
499,17,4,2
500,17,5,2
501,17,6,2
502,17,7,2
503,17,8,2
504,17,9,2
505,17,10,2
506,17,11,2
507,17,12,2
508,17,13,2
509,17,14,2
510,17,15,2
511,17,16,2
512,17,17,2
513,0,10,3
514,0,11,3
515,0,12,3
516,0,13,3
517,0,14,3
518,0,15,3
519,0,16,3
520,1,10,3
521,1,11,3
522,1,12,3
523,1,13,3
524,1,14,3
525,1,15,3
526,1,16,3
527,2,10,3
528,2,11,3
529,2,12,3
530,2,13,3
531,2,14,3
532,2,15,3
533,2,16,3
534,3,10,3
535,3,11,3
536,3,12,3
537,3,13,3
538,3,14,3
539,3,15,3
540,3,16,3
541,4,10,3
542,4,11,3
543,4,12,3
544,4,13,3
545,4,14,3
546,4,15,3
547,4,16,3
548,5,10,3
549,5,11,3
550,5,12,3
551,5,13,3
552,5,14,3
553,5,15,3
554,5,16,3
555,6,10,3
556,6,11,3
557,6,12,3
558,6,13,3
559,6,14,3
560,6,15,3
561,6,16,3
562,7,10,3
563,7,11,3
564,7,12,3
565,7,13,3
566,7,14,3
567,7,15,3
568,7,16,3
569,8,10,3
570,8,11,3
571,8,12,3
572,8,13,3
573,8,14,3
574,8,15,3
575,8,16,3
576,12,0,3
577,12,1,3
578,12,2,3
579,12,3,3
580,12,4,3
581,12,5,3
582,12,6,3
583,12,7,3
584,12,8,3
585,12,9,3
586,12,10,3
587,12,11,3
588,12,12,3
589,12,13,3
590,12,14,3
591,12,15,3
592,12,16,3
593,12,17,3
594,13,0,3
595,13,1,3
596,13,2,3
597,13,3,3
598,13,4,3
599,13,5,3
600,13,6,3
601,13,7,3
602,13,8,3
603,13,9,3
604,13,10,3
605,13,11,3
606,13,12,3
607,13,13,3
608,13,14,3
609,13,15,3
610,13,16,3
611,13,17,3
612,14,0,3
613,14,1,3
614,14,2,3
615,14,3,3
616,14,4,3
617,14,5,3
618,14,6,3
619,14,7,3
620,14,8,3
621,14,9,3
622,14,10,3
623,14,11,3
624,14,12,3
625,14,13,3
626,14,14,3
627,14,15,3
628,14,16,3
629,14,17,3
630,15,0,3
631,15,1,3
632,15,2,3
633,15,3,3
634,15,4,3
635,15,5,3
636,15,6,3
637,15,7,3
638,15,8,3
639,15,9,3
640,15,10,3
641,15,11,3
642,15,12,3
643,15,13,3
644,15,14,3
645,15,15,3
646,15,16,3
647,15,17,3
648,16,0,3
649,16,1,3
650,16,2,3
651,16,3,3
652,16,4,3
653,16,5,3
654,16,6,3
655,16,7,3
656,16,8,3
657,16,9,3
658,16,10,3
659,16,11,3
660,16,12,3
661,16,13,3
662,16,14,3
663,16,15,3
664,16,16,3
665,16,17,3
666,17,0,3
667,17,1,3
668,17,2,3
669,17,3,3
670,17,4,3
671,17,5,3
672,17,6,3
673,17,7,3
674,17,8,3
675,17,9,3
676,17,10,3
677,17,11,3
678,17,12,3
679,17,13,3
680,17,14,3
681,17,15,3
682,17,16,3
683,17,17,3
684,0,10,4
685,0,11,4
686,0,12,4
687,0,13,4
688,0,14,4
689,0,15,4
690,0,16,4
691,1,10,4
692,1,11,4
693,1,12,4
694,1,13,4
695,1,14,4
696,1,15,4
697,1,16,4
698,2,10,4
699,2,11,4
700,2,12,4
701,2,13,4
702,2,14,4
703,2,15,4
704,2,16,4
705,3,10,4
706,3,11,4
707,3,12,4
708,3,13,4
709,3,14,4
710,3,15,4
711,3,16,4
712,4,10,4
713,4,11,4
714,4,12,4
715,4,13,4
716,4,14,4
717,4,15,4
718,4,16,4
719,5,10,4
720,5,11,4
721,5,12,4
722,5,13,4
723,5,14,4
724,5,15,4
725,5,16,4
726,6,10,4
727,6,11,4
728,6,12,4
729,6,13,4
730,6,14,4
731,6,15,4
732,6,16,4
733,7,10,4
734,7,11,4
735,7,12,4
736,7,13,4
737,7,14,4
738,7,15,4
739,7,16,4
740,8,10,4
741,8,11,4
742,8,12,4
743,8,13,4
744,8,14,4
745,8,15,4
746,8,16,4
747,12,0,4
748,12,1,4
749,12,2,4
750,12,3,4
751,12,4,4
752,12,5,4
753,12,6,4
754,12,7,4
755,12,8,4
756,12,9,4
757,12,10,4
758,12,11,4
759,12,12,4
760,12,13,4
761,12,14,4
762,12,15,4
763,12,16,4
764,12,17,4
765,13,0,4
766,13,1,4
767,13,2,4
768,13,3,4
769,13,4,4
770,13,5,4
771,13,6,4
772,13,7,4
773,13,8,4
774,13,9,4
775,13,10,4
776,13,11,4
777,13,12,4
778,13,13,4
779,13,14,4
780,13,15,4
781,13,16,4
782,13,17,4
783,14,0,4
784,14,1,4
785,14,2,4
786,14,3,4
787,14,4,4
788,14,5,4
789,14,6,4
790,14,7,4
791,14,8,4
792,14,9,4
793,14,10,4
794,14,11,4
795,14,12,4
796,14,13,4
797,14,14,4
798,14,15,4
799,14,16,4
800,14,17,4
801,15,0,4
802,15,1,4
803,15,2,4
804,15,3,4
805,15,4,4
806,15,5,4
807,15,6,4
808,15,7,4
809,15,8,4
810,15,9,4
811,15,10,4
812,15,11,4
813,15,12,4
814,15,13,4
815,15,14,4
816,15,15,4
817,15,16,4
818,15,17,4
819,16,0,4
820,16,1,4
821,16,2,4
822,16,3,4
823,16,4,4
824,16,5,4
825,16,6,4
826,16,7,4
827,16,8,4
828,16,9,4
829,16,10,4
830,16,11,4
831,16,12,4
832,16,13,4
833,16,14,4
834,16,15,4
835,16,16,4
836,16,17,4
837,17,0,4
838,17,1,4
839,17,2,4
840,17,3,4
841,17,4,4
842,17,5,4
843,17,6,4
844,17,7,4
845,17,8,4
846,17,9,4
847,17,10,4
848,17,11,4
849,17,12,4
850,17,13,4
851,17,14,4
852,17,15,4
853,17,16,4
854,17,17,4
855,4,8,6
856,4,9,6
857,4,10,6
858,4,11,6
859,4,12,6
860,4,13,6
861,4,14,6
862,4,15,6
863,4,16,6
864,4,17,6
865,5,8,6
866,5,9,6
867,5,10,6
868,5,11,6
869,5,12,6
870,5,13,6
871,5,14,6
872,5,15,6
873,5,16,6
874,5,17,6
875,6,8,6
876,6,9,6
877,6,10,6
878,6,11,6
879,6,12,6
880,6,13,6
881,6,14,6
882,6,15,6
883,6,16,6
884,6,17,6
885,7,8,6
886,7,9,6
887,7,10,6
888,7,11,6
889,7,12,6
890,7,13,6
891,7,14,6
892,7,15,6
893,7,16,6
894,7,17,6
895,8,8,6
896,8,9,6
897,8,10,6
898,8,11,6
899,8,12,6
900,8,13,6
901,8,14,6
902,8,15,6
903,8,16,6
904,8,17,6
905,9,8,6
906,9,9,6
907,9,10,6
908,9,11,6
909,9,12,6
910,9,13,6
911,9,14,6
912,9,15,6
913,9,16,6
914,9,17,6
915,10,8,6
916,10,9,6
917,10,10,6
918,10,11,6
919,10,12,6
920,10,13,6
921,10,14,6
922,10,15,6
923,10,16,6
924,10,17,6
925,11,8,6
926,11,9,6
927,11,10,6
928,11,11,6
929,11,12,6
930,11,13,6
931,11,14,6
932,11,15,6
933,11,16,6
934,11,17,6
935,12,8,6
936,12,9,6
937,12,10,6
938,12,11,6
939,12,12,6
940,12,13,6
941,12,14,6
942,12,15,6
943,12,16,6
944,12,17,6
945,13,8,6
946,13,9,6
947,13,10,6
948,13,11,6
949,13,12,6
950,13,13,6
951,13,14,6
952,13,15,6
953,13,16,6
954,13,17,6
955,14,8,6
956,14,9,6
957,14,10,6
958,14,11,6
959,14,12,6
960,14,13,6
961,14,14,6
962,14,15,6
963,14,16,6
964,14,17,6
965,15,8,6
966,15,9,6
967,15,10,6
968,15,11,6
969,15,12,6
970,15,13,6
971,15,14,6
972,15,15,6
973,15,16,6
974,15,17,6
975,16,8,6
976,16,9,6
977,16,10,6
978,16,11,6
979,16,12,6
980,16,13,6
981,16,14,6
982,16,15,6
983,16,16,6
984,16,17,6
985,17,8,6
986,17,9,6
987,17,10,6
988,17,11,6
989,17,12,6
990,17,13,6
991,17,14,6
992,17,15,6
993,17,16,6
994,17,17,6
995,4,8,7
996,4,9,7
997,4,10,7
998,4,11,7
999,4,12,7
1000,4,13,7
1001,4,14,7
1002,4,15,7
1003,4,16,7
1004,4,17,7
1005,5,8,7
1006,5,9,7
1007,5,10,7
1008,5,11,7
1009,5,12,7
1010,5,13,7
1011,5,14,7
1012,5,15,7
1013,5,16,7
1014,5,17,7
1015,6,8,7
1016,6,9,7
1017,6,10,7
1018,6,11,7
1019,6,12,7
1020,6,13,7
1021,6,14,7
1022,6,15,7
1023,6,16,7
1024,6,17,7
1025,7,8,7
1026,7,9,7
1027,7,10,7
1028,7,11,7
1029,7,12,7
1030,7,13,7
1031,7,14,7
1032,7,15,7
1033,7,16,7
1034,7,17,7
1035,8,8,7
1036,8,9,7
1037,8,10,7
1038,8,11,7
1039,8,12,7
1040,8,13,7
1041,8,14,7
1042,8,15,7
1043,8,16,7
1044,8,17,7
1045,9,8,7
1046,9,9,7
1047,9,10,7
1048,9,11,7
1049,9,12,7
1050,9,13,7
1051,9,14,7
1052,9,15,7
1053,9,16,7
1054,9,17,7
1055,10,8,7
1056,10,9,7
1057,10,10,7
1058,10,11,7
1059,10,12,7
1060,10,13,7
1061,10,14,7
1062,10,15,7
1063,10,16,7
1064,10,17,7
1065,11,8,7
1066,11,9,7
1067,11,10,7
1068,11,11,7
1069,11,12,7
1070,11,13,7
1071,11,14,7
1072,11,15,7
1073,11,16,7
1074,11,17,7
1075,12,8,7
1076,12,9,7
1077,12,10,7
1078,12,11,7
1079,12,12,7
1080,12,13,7
1081,12,14,7
1082,12,15,7
1083,12,16,7
1084,12,17,7
1085,13,8,7
1086,13,9,7
1087,13,10,7
1088,13,11,7
1089,13,12,7
1090,13,13,7
1091,13,14,7
1092,13,15,7
1093,13,16,7
1094,13,17,7
1095,14,8,7
1096,14,9,7
1097,14,10,7
1098,14,11,7
1099,14,12,7
1100,14,13,7
1101,14,14,7
1102,14,15,7
1103,14,16,7
1104,14,17,7
1105,15,8,7
1106,15,9,7
1107,15,10,7
1108,15,11,7
1109,15,12,7
1110,15,13,7
1111,15,14,7
1112,15,15,7
1113,15,16,7
1114,15,17,7
1115,16,8,7
1116,16,9,7
1117,16,10,7
1118,16,11,7
1119,16,12,7
1120,16,13,7
1121,16,14,7
1122,16,15,7
1123,16,16,7
1124,16,17,7
1125,17,8,7
1126,17,9,7
1127,17,10,7
1128,17,11,7
1129,17,12,7
1130,17,13,7
1131,17,14,7
1132,17,15,7
1133,17,16,7
1134,17,17,7
1135,4,8,8
1136,4,9,8
1137,4,10,8
1138,4,11,8
1139,4,12,8
1140,4,13,8
1141,4,14,8
1142,4,15,8
1143,4,16,8
1144,4,17,8
1145,5,8,8
1146,5,9,8
1147,5,10,8
1148,5,11,8
1149,5,12,8
1150,5,13,8
1151,5,14,8
1152,5,15,8
1153,5,16,8
1154,5,17,8
1155,6,8,8
1156,6,9,8
1157,6,10,8
1158,6,11,8
1159,6,12,8
1160,6,13,8
1161,6,14,8
1162,6,15,8
1163,6,16,8
1164,6,17,8
1165,7,8,8
1166,7,9,8
1167,7,10,8
1168,7,11,8
1169,7,12,8
1170,7,13,8
1171,7,14,8
1172,7,15,8
1173,7,16,8
1174,7,17,8
1175,8,8,8
1176,8,9,8
1177,8,10,8
1178,8,11,8
1179,8,12,8
1180,8,13,8
1181,8,14,8
1182,8,15,8
1183,8,16,8
1184,8,17,8
1185,9,8,8
1186,9,9,8
1187,9,10,8
1188,9,11,8
1189,9,12,8
1190,9,13,8
1191,9,14,8
1192,9,15,8
1193,9,16,8
1194,9,17,8
1195,10,8,8
1196,10,9,8
1197,10,10,8
1198,10,11,8
1199,10,12,8
1200,10,13,8
1201,10,14,8
1202,10,15,8
1203,10,16,8
1204,10,17,8
1205,11,8,8
1206,11,9,8
1207,11,10,8
1208,11,11,8
1209,11,12,8
1210,11,13,8
1211,11,14,8
1212,11,15,8
1213,11,16,8
1214,11,17,8
1215,12,8,8
1216,12,9,8
1217,12,10,8
1218,12,11,8
1219,12,12,8
1220,12,13,8
1221,12,14,8
1222,12,15,8
1223,12,16,8
1224,12,17,8
1225,13,8,8
1226,13,9,8
1227,13,10,8
1228,13,11,8
1229,13,12,8
1230,13,13,8
1231,13,14,8
1232,13,15,8
1233,13,16,8
1234,13,17,8
1235,14,8,8
1236,14,9,8
1237,14,10,8
1238,14,11,8
1239,14,12,8
1240,14,13,8
1241,14,14,8
1242,14,15,8
1243,14,16,8
1244,14,17,8
1245,15,8,8
1246,15,9,8
1247,15,10,8
1248,15,11,8
1249,15,12,8
1250,15,13,8
1251,15,14,8
1252,15,15,8
1253,15,16,8
1254,15,17,8
1255,16,8,8
1256,16,9,8
1257,16,10,8
1258,16,11,8
1259,16,12,8
1260,16,13,8
1261,16,14,8
1262,16,15,8
1263,16,16,8
1264,16,17,8
1265,17,8,8
1266,17,9,8
1267,17,10,8
1268,17,11,8
1269,17,12,8
1270,17,13,8
1271,17,14,8
1272,17,15,8
1273,17,16,8
1274,17,17,8
1275,4,8,9
1276,4,9,9
1277,4,10,9
1278,4,11,9
1279,4,12,9
1280,4,13,9
1281,4,14,9
1282,4,15,9
1283,4,16,9
1284,4,17,9
1285,5,8,9
1286,5,9,9
1287,5,10,9
1288,5,11,9
1289,5,12,9
1290,5,13,9
1291,5,14,9
1292,5,15,9
1293,5,16,9
1294,5,17,9
1295,6,8,9
1296,6,9,9
1297,6,10,9
1298,6,11,9
1299,6,12,9
1300,6,13,9
1301,6,14,9
1302,6,15,9
1303,6,16,9
1304,6,17,9
1305,7,8,9
1306,7,9,9
1307,7,10,9
1308,7,11,9
1309,7,12,9
1310,7,13,9
1311,7,14,9
1312,7,15,9
1313,7,16,9
1314,7,17,9
1315,8,8,9
1316,8,9,9
1317,8,10,9
1318,8,11,9
1319,8,12,9
1320,8,13,9
1321,8,14,9
1322,8,15,9
1323,8,16,9
1324,8,17,9
1325,9,8,9
1326,9,9,9
1327,9,10,9
1328,9,11,9
1329,9,12,9
1330,9,13,9
1331,9,14,9
1332,9,15,9
1333,9,16,9
1334,9,17,9
1335,10,8,9
1336,10,9,9
1337,10,10,9
1338,10,11,9
1339,10,12,9
1340,10,13,9
1341,10,14,9
1342,10,15,9
1343,10,16,9
1344,10,17,9
1345,11,8,9
1346,11,9,9
1347,11,10,9
1348,11,11,9
1349,11,12,9
1350,11,13,9
1351,11,14,9
1352,11,15,9
1353,11,16,9
1354,11,17,9
1355,12,8,9
1356,12,9,9
1357,12,10,9
1358,12,11,9
1359,12,12,9
1360,12,13,9
1361,12,14,9
1362,12,15,9
1363,12,16,9
1364,12,17,9
1365,13,8,9
1366,13,9,9
1367,13,10,9
1368,13,11,9
1369,13,12,9
1370,13,13,9
1371,13,14,9
1372,13,15,9
1373,13,16,9
1374,13,17,9
1375,14,8,9
1376,14,9,9
1377,14,10,9
1378,14,11,9
1379,14,12,9
1380,14,13,9
1381,14,14,9
1382,14,15,9
1383,14,16,9
1384,14,17,9
1385,15,8,9
1386,15,9,9
1387,15,10,9
1388,15,11,9
1389,15,12,9
1390,15,13,9
1391,15,14,9
1392,15,15,9
1393,15,16,9
1394,15,17,9
1395,16,8,9
1396,16,9,9
1397,16,10,9
1398,16,11,9
1399,16,12,9
1400,16,13,9
1401,16,14,9
1402,16,15,9
1403,16,16,9
1404,16,17,9
1405,17,8,9
1406,17,9,9
1407,17,10,9
1408,17,11,9
1409,17,12,9
1410,17,13,9
1411,17,14,9
1412,17,15,9
1413,17,16,9
1414,17,17,9
1415,4,8,10
1416,4,9,10
1417,4,10,10
1418,4,11,10
1419,4,12,10
1420,4,13,10
1421,4,14,10
1422,4,15,10
1423,4,16,10
1424,4,17,10
1425,5,8,10
1426,5,9,10
1427,5,10,10
1428,5,11,10
1429,5,12,10
1430,5,13,10
1431,5,14,10
1432,5,15,10
1433,5,16,10
1434,5,17,10
1435,6,8,10
1436,6,9,10
1437,6,10,10
1438,6,11,10
1439,6,12,10
1440,6,13,10
1441,6,14,10
1442,6,15,10
1443,6,16,10
1444,6,17,10
1445,7,8,10
1446,7,9,10
1447,7,10,10
1448,7,11,10
1449,7,12,10
1450,7,13,10
1451,7,14,10
1452,7,15,10
1453,7,16,10
1454,7,17,10
1455,8,8,10
1456,8,9,10
1457,8,10,10
1458,8,11,10
1459,8,12,10
1460,8,13,10
1461,8,14,10
1462,8,15,10
1463,8,16,10
1464,8,17,10
1465,9,8,10
1466,9,9,10
1467,9,10,10
1468,9,11,10
1469,9,12,10
1470,9,13,10
1471,9,14,10
1472,9,15,10
1473,9,16,10
1474,9,17,10
1475,10,8,10
1476,10,9,10
1477,10,10,10
1478,10,11,10
1479,10,12,10
1480,10,13,10
1481,10,14,10
1482,10,15,10
1483,10,16,10
1484,10,17,10
1485,11,8,10
1486,11,9,10
1487,11,10,10
1488,11,11,10
1489,11,12,10
1490,11,13,10
1491,11,14,10
1492,11,15,10
1493,11,16,10
1494,11,17,10
1495,12,8,10
1496,12,9,10
1497,12,10,10
1498,12,11,10
1499,12,12,10
1500,12,13,10
1501,12,14,10
1502,12,15,10
1503,12,16,10
1504,12,17,10
1505,13,8,10
1506,13,9,10
1507,13,10,10
1508,13,11,10
1509,13,12,10
1510,13,13,10
1511,13,14,10
1512,13,15,10
1513,13,16,10
1514,13,17,10
1515,14,8,10
1516,14,9,10
1517,14,10,10
1518,14,11,10
1519,14,12,10
1520,14,13,10
1521,14,14,10
1522,14,15,10
1523,14,16,10
1524,14,17,10
1525,15,8,10
1526,15,9,10
1527,15,10,10
1528,15,11,10
1529,15,12,10
1530,15,13,10
1531,15,14,10
1532,15,15,10
1533,15,16,10
1534,15,17,10
1535,16,8,10
1536,16,9,10
1537,16,10,10
1538,16,11,10
1539,16,12,10
1540,16,13,10
1541,16,14,10
1542,16,15,10
1543,16,16,10
1544,16,17,10
1545,17,8,10
1546,17,9,10
1547,17,10,10
1548,17,11,10
1549,17,12,10
1550,17,13,10
1551,17,14,10
1552,17,15,10
1553,17,16,10
1554,17,17,10
1555,0,3,12
1556,0,4,12
1557,0,5,12
1558,0,6,12
1559,0,7,12
1560,0,8,12
1561,0,9,12
1562,0,10,12
1563,0,11,12
1564,0,12,12
1565,1,3,12
1566,1,4,12
1567,1,5,12
1568,1,6,12
1569,1,7,12
1570,1,8,12
1571,1,9,12
1572,1,10,12
1573,1,11,12
1574,1,12,12
1575,2,3,12
1576,2,4,12
1577,2,5,12
1578,2,6,12
1579,2,7,12
1580,2,8,12
1581,2,9,12
1582,2,10,12
1583,2,11,12
1584,2,12,12
1585,3,3,12
1586,3,4,12
1587,3,5,12
1588,3,6,12
1589,3,7,12
1590,3,8,12
1591,3,9,12
1592,3,10,12
1593,3,11,12
1594,3,12,12
1595,4,3,12
1596,4,4,12
1597,4,5,12
1598,4,6,12
1599,4,7,12
1600,4,8,12
1601,4,9,12
1602,4,10,12
1603,4,11,12
1604,4,12,12
1605,5,3,12
1606,5,4,12
1607,5,5,12
1608,5,6,12
1609,5,7,12
1610,5,8,12
1611,5,9,12
1612,5,10,12
1613,5,11,12
1614,5,12,12
1615,6,3,12
1616,6,4,12
1617,6,5,12
1618,6,6,12
1619,6,7,12
1620,6,8,12
1621,6,9,12
1622,6,10,12
1623,6,11,12
1624,6,12,12
1625,7,3,12
1626,7,4,12
1627,7,5,12
1628,7,6,12
1629,7,7,12
1630,7,8,12
1631,7,9,12
1632,7,10,12
1633,7,11,12
1634,7,12,12
1635,8,3,12
1636,8,4,12
1637,8,5,12
1638,8,6,12
1639,8,7,12
1640,8,8,12
1641,8,9,12
1642,8,10,12
1643,8,11,12
1644,8,12,12
1645,10,3,12
1646,10,4,12
1647,10,5,12
1648,10,6,12
1649,10,7,12
1650,10,8,12
1651,10,9,12
1652,10,10,12
1653,10,11,12
1654,10,12,12
1655,10,13,12
1656,10,14,12
1657,10,15,12
1658,10,16,12
1659,10,17,12
1660,10,18,12
1661,11,3,12
1662,11,4,12
1663,11,5,12
